distribution_id,source_id,reference_year,regulation,building_type,construction_period,published_energy_bin_kwh_m2_year,dwelling_count,evidence_status,source_url,retrieved_at,source_html_sha256
DIST-B02-FAMILY_HOUSE-08-34,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,340,95,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-35,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,350,88,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-36,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,360,65,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-37,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,370,68,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-38,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,380,64,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-39,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,390,46,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-40,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,400,53,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-41,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,410,45,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-42,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,420,16,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-43,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,430,13,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-44,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,440,8,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-45,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,450,4,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-46,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,460,4,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-47,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,470,2,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-48,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,480,4,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-49,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,490,2,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-50,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,500,1,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-51,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,510,1,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-52,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,520,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-53,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,530,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-54,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,540,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-55,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,550,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-56,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,560,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-57,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,570,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-58,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,580,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-FAMILY_HOUSE-08-59,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,FAMILY_HOUSE,2016–2022,590,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-01,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,10,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-02,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,20,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-03,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,30,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-04,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,40,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-05,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,50,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-06,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,60,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-07,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,70,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-08,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,80,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-09,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,90,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-10,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,100,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-11,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,110,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-12,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,120,10,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-13,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,130,26,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-14,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,140,9,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-15,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,150,15,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-16,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,160,40,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-17,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,170,61,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-18,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,180,253,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-19,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,190,482,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-20,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,200,993,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-21,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,210,1650,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-22,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,220,2620,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-23,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,230,4848,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-24,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,240,6765,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-25,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,250,8380,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-26,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,260,10609,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-27,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,270,12234,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-28,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,280,11095,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-29,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,290,10060,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-30,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,300,10393,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-31,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,310,10434,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-32,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,320,10448,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-33,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,330,10130,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-34,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,340,10238,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-35,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,350,10304,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-36,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,360,6662,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-37,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,370,4981,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-38,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,380,4102,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-39,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,390,3864,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-40,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,400,3210,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-41,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,410,2532,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-42,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,420,2081,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-43,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,430,1594,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-44,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,440,1232,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-01-45,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1919 előtt,450,824,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
