country,year,index,name,renovation_generation,building_categories_index,building_category,construction_period_start,construction_period_end,number_of_dwellings_per_building,number_of_buildings,dwelling_weight,areawindows,Htr_w,effective_window_u_w_m2k,stock_window_area_m2,stock_window_htr_w_per_k,model_reference_satisfied_1_10
HUN,2025,1181,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,1.40835702419,23.9420700073,136.527954102,291.830047607,2.13751125336,192.280105591,411.00088501,False
HUN,2025,1182,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,0.967829704285,16.4531059265,136.527954102,284.456787109,2.08350586891,132.135803223,275.305725098,False
HUN,2025,1183,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,0.912173330784,15.5069465637,136.527954102,270.598510742,1.98200082779,124.537155151,246.832748413,False
HUN,2025,1184,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,13.9658098221,237.418762207,136.527954102,334.497314453,2.45002794266,1906.72338867,4671.52587891,False
HUN,2025,1185,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,2.45625758171,41.7563781738,136.527954102,334.497314453,2.45002794266,335.347808838,821.611572266,False
HUN,2025,1186,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,2.70328116417,45.9557800293,136.527954102,319.61114502,2.34099411964,369.073455811,863.998779297,False
HUN,2025,1187,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,1.72843062878,29.3833198547,136.527954102,303.747314453,2.22479939461,235.979095459,525.006164551,False
HUN,2025,1188,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,9.69782066345,164.862945557,136.527954102,224.364227295,1.64335739613,1324.02355957,2175.84399414,False
HUN,2025,1189,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,1.99290990829,33.8794670105,136.527954102,224.364227295,1.64335739613,272.087921143,447.137695312,False
HUN,2025,1190,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,1.29243040085,21.9713172913,136.527954102,224.23538208,1.64241373539,176.452880859,289.808624268,False
HUN,2025,1191,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,1.16855084896,19.8653640747,136.527954102,217.86541748,1.59575688839,159.539855957,254.58682251,False
HUN,2025,2699,MFH_1945_1959_Debrecen_ren170,UNKNOWN,5,AB_SMALL,1945,1959,17,60.742893219,1032.62915039,136.527954102,641.874023438,4.70141077042,8293.10253906,38989.2851562,False
HUN,2025,2700,MFH_1945_1959_Debrecen_ren170,UNKNOWN,5,AB_SMALL,1945,1959,17,18.8937473297,321.193695068,136.527954102,353.468444824,2.58898210526,2579.5246582,6678.34326172,False
HUN,2025,2701,MFH_1945_1959_Debrecen_ren170,UNKNOWN,5,AB_SMALL,1945,1959,17,17.9683895111,305.462615967,136.527954102,342.571838379,2.50917005539,2453.1875,6155.46435547,False
HUN,2025,2702,MFH_1945_1959_Debrecen_ren170,UNKNOWN,5,AB_SMALL,1945,1959,17,13.4286909103,228.287750244,136.527954102,295.694122314,2.16581368446,1833.39172363,3970.78491211,False
HUN,2025,2703,MFH_1945_1959_Debrecen_ren171,UNKNOWN,5,AB_SMALL,1945,1959,17,101.571434021,1726.71435547,136.527954102,534.410766602,3.91429567337,13867.3398438,54280.8671875,False
HUN,2025,2704,MFH_1945_1959_Debrecen_ren171,UNKNOWN,5,AB_SMALL,1945,1959,17,28.8312339783,490.130981445,136.527954102,291.830047607,2.13751125336,3936.26928711,8413.8203125,False
HUN,2025,2705,MFH_1945_1959_Debrecen_ren171,UNKNOWN,5,AB_SMALL,1945,1959,17,20.2195129395,343.731719971,136.527954102,284.456787109,2.08350586891,2760.52880859,5751.57763672,False
HUN,2025,2706,MFH_1945_1959_Debrecen_ren171,UNKNOWN,5,AB_SMALL,1945,1959,17,17.6447792053,299.961242676,136.527954102,270.598510742,1.98200082779,2409.00561523,4774.65087891,False
HUN,2025,2707,MFH_1945_1959_Debrecen_ren172,UNKNOWN,5,AB_SMALL,1945,1959,17,17.2086544037,292.547119141,136.527954102,641.874023438,4.70141077042,2349.46240234,11045.7880859,False
HUN,2025,2708,MFH_1945_1959_Debrecen_ren172,UNKNOWN,5,AB_SMALL,1945,1959,17,5.35146474838,90.974899292,136.527954102,353.468444824,2.58898210526,730.624511719,1891.57397461,False
HUN,2025,2709,MFH_1945_1959_Debrecen_ren172,UNKNOWN,5,AB_SMALL,1945,1959,17,5.0933508873,86.5869674683,136.527954102,342.571838379,2.50917005539,695.384765625,1744.83862305,False
HUN,2025,2710,MFH_1945_1959_Debrecen_ren172,UNKNOWN,5,AB_SMALL,1945,1959,17,3.78331613541,64.3163757324,136.527954102,295.694122314,2.16581368446,516.528381348,1118.7043457,False
HUN,2025,2711,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,12.3167572021,209.384872437,136.527954102,534.410766602,3.91429567337,1681.58166504,6582.20751953,False
HUN,2025,2712,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,3.5471162796,60.3009757996,136.527954102,291.830047607,2.13751125336,484.280517578,1035.15515137,False
HUN,2025,2713,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,2.48393368721,42.2268714905,136.527954102,284.456787109,2.08350586891,339.126373291,706.571777344,False
HUN,2025,2714,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,2.1908416748,37.2443084717,136.527954102,270.598510742,1.98200082779,299.11114502,592.838500977,False
HUN,2025,2715,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,26.3763198853,448.39743042,136.527954102,334.497314453,2.45002794266,3601.10498047,8822.80859375,False
HUN,2025,2716,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,4.63355207443,78.7703857422,136.527954102,334.497314453,2.45002794266,632.609375,1549.9107666,False
HUN,2025,2717,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,5.22592306137,88.8406906128,136.527954102,321.142669678,2.35221195221,713.484558105,1678.2668457,False
HUN,2025,2718,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,3.05542302132,51.9421920776,136.527954102,303.747314453,2.22479939461,417.150665283,928.076538086,False
HUN,2025,2719,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,20.0506401062,340.860870361,136.527954102,224.364227295,1.64335739613,2737.47290039,4498.64648438,False
HUN,2025,2720,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,4.13857078552,70.3557052612,136.527954102,224.364227295,1.64335739613,565.030578613,928.547241211,False
HUN,2025,2721,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,2.73615026474,46.5145530701,136.527954102,224.364227295,1.64335739613,373.561004639,613.894226074,False
HUN,2025,2722,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,2.28045105934,38.7676696777,136.527954102,217.86541748,1.59575688839,311.345306396,496.831420898,False
HUN,2025,3343,MFH_1945_1959_Debrecen_ren376,UNKNOWN,5,AB_SMALL,1945,1959,17,1.37359845638,23.3511734009,136.527954102,371.12286377,2.71829223633,187.534591675,509.773803711,False
HUN,2025,3344,MFH_1945_1959_Debrecen_ren376,UNKNOWN,5,AB_SMALL,1945,1959,17,0.242702156305,4.12593650818,136.527954102,371.12286377,2.71829223633,33.1356277466,90.0723190308,False
HUN,2025,3345,MFH_1945_1959_Debrecen_ren376,UNKNOWN,5,AB_SMALL,1945,1959,17,0.276694625616,4.70380878448,136.527954102,352.262145996,2.58014655113,37.776550293,97.469039917,False
HUN,2025,3346,MFH_1945_1959_Debrecen_ren376,UNKNOWN,5,AB_SMALL,1945,1959,17,0.160981163383,2.7366797924,136.527954102,297.380065918,2.17816257477,21.9784297943,47.8725891113,False
HUN,2025,3347,MFH_1945_1959_Debrecen_ren377,UNKNOWN,5,AB_SMALL,1945,1959,17,2.31170105934,39.2989196777,136.527954102,257.22467041,1.88404393196,315.611816406,594.626525879,False
HUN,2025,3348,MFH_1945_1959_Debrecen_ren377,UNKNOWN,5,AB_SMALL,1945,1959,17,0.403731971979,6.86344337463,136.527954102,257.22467041,1.88404393196,55.1207008362,103.849822998,False
HUN,2025,3349,MFH_1945_1959_Debrecen_ren377,UNKNOWN,5,AB_SMALL,1945,1959,17,0.329385638237,5.59955596924,136.527954102,257.22467041,1.88404393196,44.9703483582,84.7261123657,False
HUN,2025,3350,MFH_1945_1959_Debrecen_ren377,UNKNOWN,5,AB_SMALL,1945,1959,17,0.278680533171,4.73756885529,136.527954102,236.455627441,1.73192095757,38.0476837158,65.8955841064,False
HUN,2025,4409,MFH_1945_1959_Debrecen_ren170,UNKNOWN,5,AB_SMALL,1945,1959,17,35.5360145569,604.112243652,136.527954102,641.874023438,4.70141077042,4851.65917969,22809.6445312,False
HUN,2025,4410,MFH_1945_1959_Debrecen_ren170,UNKNOWN,5,AB_SMALL,1945,1959,17,20.61668396,350.483642578,136.527954102,353.468444824,2.58898210526,2814.75366211,7287.34716797,False
HUN,2025,4411,MFH_1945_1959_Debrecen_ren170,UNKNOWN,5,AB_SMALL,1945,1959,17,6.23827791214,106.050727844,136.527954102,342.571838379,2.50917005539,851.69934082,2137.05834961,False
HUN,2025,4412,MFH_1945_1959_Debrecen_ren170,UNKNOWN,5,AB_SMALL,1945,1959,17,15.3771858215,261.41217041,136.527954102,295.694122314,2.16581368446,2099.41577148,4546.94335938,False
HUN,2025,4413,MFH_1945_1959_Debrecen_ren171,UNKNOWN,5,AB_SMALL,1945,1959,17,57.9551010132,985.236694336,136.527954102,534.410766602,3.91429567337,7912.49121094,30971.8300781,False
HUN,2025,4414,MFH_1945_1959_Debrecen_ren171,UNKNOWN,5,AB_SMALL,1945,1959,17,31.9647731781,543.401123047,136.527954102,291.830047607,2.13751125336,4364.08496094,9328.28125,False
HUN,2025,4415,MFH_1945_1959_Debrecen_ren171,UNKNOWN,5,AB_SMALL,1945,1959,17,6.18071746826,105.07219696,136.527954102,284.456787109,2.08350586891,843.840698242,1758.14697266,False
HUN,2025,4416,MFH_1945_1959_Debrecen_ren171,UNKNOWN,5,AB_SMALL,1945,1959,17,21.4467029572,364.593963623,136.527954102,270.598510742,1.98200082779,2928.07446289,5803.44580078,False
HUN,2025,4417,MFH_1945_1959_Debrecen_ren172,UNKNOWN,5,AB_SMALL,1945,1959,17,9.84148216248,167.30519104,136.527954102,641.874023438,4.70141077042,1343.63745117,6316.99169922,False
HUN,2025,4418,MFH_1945_1959_Debrecen_ren172,UNKNOWN,5,AB_SMALL,1945,1959,17,5.71864128113,97.2169036865,136.527954102,353.468444824,2.58898210526,780.754394531,2021.35925293,False
HUN,2025,4419,MFH_1945_1959_Debrecen_ren172,UNKNOWN,5,AB_SMALL,1945,1959,17,1.7312899828,29.431930542,136.527954102,342.571838379,2.50917005539,236.369476318,593.091186523,False
HUN,2025,4420,MFH_1945_1959_Debrecen_ren172,UNKNOWN,5,AB_SMALL,1945,1959,17,4.27318096161,72.6440734863,136.527954102,295.694122314,2.16581368446,583.408630371,1263.55444336,False
HUN,2025,4421,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,7.38600635529,125.562110901,136.527954102,534.410766602,3.91429567337,1008.3963623,3947.16137695,False
HUN,2025,4422,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,4.14131593704,70.4023742676,136.527954102,291.830047607,2.13751125336,565.405395508,1208.5604248,False
HUN,2025,4423,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,0.81298995018,13.8208293915,136.527954102,284.456787109,2.08350586891,110.995857239,231.260513306,False
HUN,2025,4424,MFH_1945_1959_Debrecen_ren173,UNKNOWN,5,AB_SMALL,1945,1959,17,2.84475398064,48.3608169556,136.527954102,270.598510742,1.98200082779,388.388427734,769.786193848,False
HUN,2025,4425,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,28.4254169464,483.232086182,136.527954102,334.497314453,2.45002794266,3880.86401367,9508.22558594,False
HUN,2025,4426,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,10.1103820801,171.876495361,136.527954102,334.497314453,2.45002794266,1380.34973145,3381.89575195,False
HUN,2025,4427,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,3.22618913651,54.8452148438,136.527954102,321.142669678,2.35221195221,440.464996338,1036.0670166,False
HUN,2025,4428,MFH_1945_1959_Debrecen_ren174,UNKNOWN,5,AB_SMALL,1945,1959,17,7.19786930084,122.363777161,136.527954102,303.747314453,2.22479939461,982.710388184,2186.33349609,False
HUN,2025,4429,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,20.6825408936,351.603210449,136.527954102,224.364227295,1.64335739613,2823.74487305,4640.42236328,False
HUN,2025,4430,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,8.56492519379,145.603729248,136.527954102,224.364227295,1.64335739613,1169.35168457,1921.6628418,False
HUN,2025,4431,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,1.41392707825,24.0367603302,136.527954102,224.364227295,1.64335739613,193.04057312,317.234649658,False
HUN,2025,4432,MFH_1945_1959_Debrecen_ren175,UNKNOWN,5,AB_SMALL,1945,1959,17,5.16296100616,87.7703399658,136.527954102,217.86541748,1.59575688839,704.88848877,1124.83068848,False
HUN,2025,5121,MFH_1945_1959_Debrecen_ren376,UNKNOWN,5,AB_SMALL,1945,1959,17,2.46898603439,41.9727630615,136.527954102,371.12286377,2.71829223633,337.085601807,916.297180176,False
HUN,2025,5122,MFH_1945_1959_Debrecen_ren376,UNKNOWN,5,AB_SMALL,1945,1959,17,0.873476028442,14.8490924835,136.527954102,371.12286377,2.71829223633,119.253898621,324.166931152,False
HUN,2025,5123,MFH_1945_1959_Debrecen_ren376,UNKNOWN,5,AB_SMALL,1945,1959,17,0.290707021952,4.94201946259,136.527954102,352.262145996,2.58014655113,39.6896362305,102.405082703,False
HUN,2025,5124,MFH_1945_1959_Debrecen_ren376,UNKNOWN,5,AB_SMALL,1945,1959,17,0.645602047443,10.9752349854,136.527954102,297.380065918,2.17816257477,88.1427230835,191.989181519,False
HUN,2025,5125,MFH_1945_1959_Debrecen_ren377,UNKNOWN,5,AB_SMALL,1945,1959,17,1.21891403198,20.7215385437,136.527954102,257.22467041,1.88404393196,166.41583252,313.534759521,False
HUN,2025,5126,MFH_1945_1959_Debrecen_ren377,UNKNOWN,5,AB_SMALL,1945,1959,17,0.435276031494,7.3996925354,136.527954102,257.22467041,1.88404393196,59.4273452759,111.963737488,False
HUN,2025,5127,MFH_1945_1959_Debrecen_ren377,UNKNOWN,5,AB_SMALL,1945,1959,17,0.0907620042562,1.54295408726,136.527954102,257.22467041,1.88404393196,12.3915510178,23.3462257385,False
HUN,2025,5128,MFH_1945_1959_Debrecen_ren377,UNKNOWN,5,AB_SMALL,1945,1959,17,0.321312010288,5.4623041153,136.527954102,236.455627441,1.73192095757,43.8680725098,75.9760360718,False
HUN,2025,182,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,1141.12683105,19399.15625,141.984649658,677.330505371,4.77044868469,162022.5,772920,False
HUN,2025,183,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,1293.44677734,21988.5957031,141.984649658,545.944946289,3.84509849548,183649.59375,706150.75,False
HUN,2025,184,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,125.223060608,2128.79199219,141.984649658,677.330505371,4.77044868469,17779.7519531,84817.3984375,False
HUN,2025,185,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,79.6163406372,1353.4777832,141.984649658,545.944946289,3.84509849548,11304.2978516,43466.140625,False
HUN,2025,186,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,87.9902954102,1495.83496094,141.984649658,237.54486084,1.67303204536,12493.2714844,20901.6425781,False
HUN,2025,187,MFH_1960_1979_Debrecen_ren187,UNKNOWN,5,AB_SMALL,1960,1979,17,54.7951087952,931.516845703,141.984649658,206.691314697,1.4557299614,7780.06445312,11325.6728516,False
HUN,2025,380,MFH_1960_1979_Debrecen_ren380,UNKNOWN,5,AB_SMALL,1960,1979,17,4.26887845993,72.570930481,141.984649658,272.845703125,1.92165637016,606.115234375,1164.74511719,False
HUN,2025,381,MFH_1960_1979_Debrecen_ren381,UNKNOWN,5,AB_SMALL,1960,1979,17,670.850830078,11404.4638672,141.984649658,250.794845581,1.76635181904,95250.5234375,168245.9375,False
HUN,2025,1200,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,26.7326068878,454.454315186,141.984649658,677.330505371,4.77044868469,3795.61987305,18106.8105469,False
HUN,2025,1201,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,16.8843002319,287.033111572,141.984649658,242.725097656,1.70951652527,2397.31152344,4098.24365234,False
HUN,2025,1202,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,9.46520423889,160.908477783,141.984649658,355.174255371,2.5014975071,1343.91369629,3361.796875,False
HUN,2025,1203,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,9.271484375,157.615234375,141.984649658,257.66796875,1.81475937366,1316.40844727,2388.96459961,False
HUN,2025,1204,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,37.3144683838,634.345947266,141.984649658,545.944946289,3.84509849548,5298.08154297,20371.6445312,False
HUN,2025,1205,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,20.3615531921,346.146392822,141.984649658,253.664428711,1.78656232357,2891.02807617,5165.00195312,False
HUN,2025,1206,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,13.8863172531,236.067398071,141.984649658,268.32421875,1.88981151581,1971.6439209,3726.03515625,False
HUN,2025,1207,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,0.663074016571,11.2722587585,141.984649658,225.764434814,1.59006226063,94.1463317871,149.698532104,False
HUN,2025,1208,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,2.98707437515,50.7802658081,141.984649658,677.330505371,4.77044868469,424.118713379,2023.23657227,False
HUN,2025,1209,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,1.72962677479,29.4036560059,141.984649658,242.725097656,1.70951652527,245.580444336,419.823822021,False
HUN,2025,1210,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,0.989453971386,16.8207168579,141.984649658,355.174255371,2.5014975071,140.48727417,351.428588867,False
HUN,2025,1211,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,0.855907201767,14.5504226685,141.984649658,257.66796875,1.81475937366,121.525680542,220.539871216,False
HUN,2025,1212,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,2.6140537262,44.438911438,141.984649658,545.944946289,3.84509849548,371.155517578,1427.12939453,False
HUN,2025,1213,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,1.39253306389,23.6730613708,141.984649658,253.664428711,1.78656232357,197.718322754,353.236114502,False
HUN,2025,1214,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,0.956123411655,16.2540988922,141.984649658,268.32421875,1.88981151581,135.754852295,256.551055908,False
HUN,2025,1215,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,0.0406976044178,0.6918592453,141.984649658,225.764434814,1.59006226063,5.77843523026,9.18807125092,False
HUN,2025,1216,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,3.6583981514,62.1927680969,141.984649658,237.54486084,1.67303204536,519.436401367,869.033691406,False
HUN,2025,1217,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,1.08184671402,18.3913936615,141.984649658,237.426116943,1.67219567299,153.605621338,256.858673096,False
HUN,2025,1218,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,0.749828994274,12.7470932007,141.984649658,237.426116943,1.67219567299,106.46421051,178.028991699,False
HUN,2025,1219,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,0.557430207729,9.476313591,141.984649658,229.92300415,1.61935114861,79.1465301514,128.166030884,False
HUN,2025,1220,MFH_1960_1979_Debrecen_ren187,UNKNOWN,5,AB_SMALL,1960,1979,17,1.97421503067,33.5616569519,141.984649658,206.691314697,1.4557299614,280.308227539,408.053100586,False
HUN,2025,1221,MFH_1960_1979_Debrecen_ren187,UNKNOWN,5,AB_SMALL,1960,1979,17,0.68345862627,11.6187963486,141.984649658,207.919082642,1.46437716484,97.0406341553,142.104095459,False
HUN,2025,1222,MFH_1960_1979_Debrecen_ren187,UNKNOWN,5,AB_SMALL,1960,1979,17,0.471354961395,8.01303482056,141.984649658,206.691314697,1.4557299614,66.9251708984,97.4249801636,False
HUN,2025,1223,MFH_1960_1979_Debrecen_ren187,UNKNOWN,5,AB_SMALL,1960,1979,17,0,0,141.984649658,208.104614258,1.46568393707,0,0,False
HUN,2025,1748,MFH_1960_1979_Debrecen_ren381,UNKNOWN,5,AB_SMALL,1960,1979,17,22.8365592957,388.221496582,141.984649658,250.794845581,1.76635181904,3242.44091797,5727.29150391,False
HUN,2025,1749,MFH_1960_1979_Debrecen_ren381,UNKNOWN,5,AB_SMALL,1960,1979,17,7.29404592514,123.998779297,141.984649658,250.56036377,1.76470041275,1035.64257812,1827.59875488,False
HUN,2025,1750,MFH_1960_1979_Debrecen_ren381,UNKNOWN,5,AB_SMALL,1960,1979,17,6.16202068329,104.754348755,141.984649658,250.56036377,1.76470041275,874.912353516,1543.95812988,False
HUN,2025,1751,MFH_1960_1979_Debrecen_ren381,UNKNOWN,5,AB_SMALL,1960,1979,17,0.329715698957,5.60516691208,141.984649658,224.699523926,1.58256208897,46.8145675659,74.0869598389,False
HUN,2025,2731,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,56.6359024048,962.81036377,141.984649658,677.330505371,4.77044868469,8041.42871094,38361.2226562,False
HUN,2025,2732,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,35.6041145325,605.269958496,141.984649658,242.725097656,1.70951652527,5055.23779297,8642.01171875,False
HUN,2025,2733,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,20.3925800323,346.673858643,141.984649658,355.174255371,2.5014975071,2895.43334961,7242.91943359,False
HUN,2025,2734,MFH_1960_1979_Debrecen_ren182,UNKNOWN,5,AB_SMALL,1960,1979,17,18.3708591461,312.304595947,141.984649658,257.66796875,1.81475937366,2608.37988281,4733.58203125,False
HUN,2025,2735,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,73.4229202271,1248.18969727,141.984649658,545.944946289,3.84509849548,10424.9277344,40084.8710938,False
HUN,2025,2736,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,39.8525772095,677.493835449,141.984649658,253.664428711,1.78656232357,5658.45410156,10109.1816406,False
HUN,2025,2737,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,27.6415977478,469.907165527,141.984649658,268.32421875,1.88981151581,3924.68261719,7416.91015625,False
HUN,2025,2738,MFH_1960_1979_Debrecen_ren183,UNKNOWN,5,AB_SMALL,1960,1979,17,1.0796380043,18.3538455963,141.984649658,225.764434814,1.59006226063,153.292022705,243.743865967,False
HUN,2025,2739,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,5.14792346954,87.5147018433,141.984649658,677.330505371,4.77044868469,730.926086426,3486.84570312,False
HUN,2025,2740,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,2.94860005379,50.1262016296,141.984649658,242.725097656,1.70951652527,418.655944824,715.69921875,False
HUN,2025,2741,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,1.72828149796,29.3807849884,141.984649658,355.174255371,2.5014975071,245.389450073,613.841064453,False
HUN,2025,2742,MFH_1960_1979_Debrecen_ren184,UNKNOWN,5,AB_SMALL,1960,1979,17,1.34806132317,22.9170417786,141.984649658,257.66796875,1.81475937366,191.404022217,347.352233887,False
HUN,2025,2743,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,5.55147314072,94.3750457764,141.984649658,545.944946289,3.84509849548,788.223999023,3030.79858398,False
HUN,2025,2744,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,3.06974649429,52.1856918335,141.984649658,253.664428711,1.78656232357,435.856872559,778.68548584,False
HUN,2025,2745,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,2.11853408813,36.0150794983,141.984649658,268.32421875,1.88981151581,300.799316406,568.453979492,False
HUN,2025,2746,MFH_1960_1979_Debrecen_ren185,UNKNOWN,5,AB_SMALL,1960,1979,17,0.0908423960209,1.54432070255,141.984649658,225.764434814,1.59006226063,12.8982257843,20.5089817047,False
HUN,2025,2747,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,5.95311737061,101.2029953,141.984649658,237.54486084,1.67303204536,845.251281738,1414.13244629,False
HUN,2025,2748,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,1.74922895432,29.7368927002,141.984649658,237.54486084,1.67303204536,248.36366272,415.520355225,False
HUN,2025,2749,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,1.25120210648,21.2704353333,141.984649658,237.54486084,1.67303204536,177.651489258,297.216644287,False
HUN,2025,2750,MFH_1960_1979_Debrecen_ren186,UNKNOWN,5,AB_SMALL,1960,1979,17,0.938798546791,15.9595756531,141.984649658,229.92300415,1.61935114861,133.29498291,215.851379395,False
HUN,2025,2751,MFH_1960_1979_Debrecen_ren187,UNKNOWN,5,AB_SMALL,1960,1979,17,4.47785949707,76.1236114502,141.984649658,206.691314697,1.4557299614,635.78729248,925.534667969,False
HUN,2025,2752,MFH_1960_1979_Debrecen_ren187,UNKNOWN,5,AB_SMALL,1960,1979,17,1.58316349983,26.9137802124,141.984649658,207.919082642,1.46437716484,224.784912109,329.169891357,False
HUN,2025,2753,MFH_1960_1979_Debrecen_ren187,UNKNOWN,5,AB_SMALL,1960,1979,17,1.0846927166,18.4397754669,141.984649658,206.691314697,1.4557299614,154.009719849,224.196563721,False
